season,week,celebrity_name,judge_total,judge_rank,fan_rank,fan_vote_share,fan_votes_absolute,total_votes_assumed,scheme,eliminated_end_of_week,judge_percent
8,2,Lawrence Taylor,6.666666666666667,,,0.08144654088050314,814465.4088050314,10000000,percent,0,0.07547169811320754
8,2,Ty Murray,6.666666666666667,,,0.08144654088050314,814465.4088050314,10000000,percent,0,0.07547169811320754
8,2,Shawn Johnson,8.0,,,0.08144654088050314,814465.4088050314,10000000,percent,0,0.09056603773584905
8,2,Steve Wozniak,5.666666666666667,,,0.08522012578616352,852201.2578616352,10000000,percent,0,0.06415094339622641
8,2,Belinda Carlisle,6.0,,,0.0,0.0,10000000,percent,1,0.06792452830188679
8,2,Chuck Wicks,6.666666666666667,,,0.08144654088050314,814465.4088050314,10000000,percent,0,0.07547169811320754
8,2,Lil' Kim,7.666666666666667,,,0.08144654088050314,814465.4088050314,10000000,percent,0,0.08679245283018867
8,2,Steve-O,4.666666666666667,,,0.09654088050314466,965408.8050314466,10000000,percent,0,0.05283018867924528
8,2,Holly Madison,6.0,,,0.08144654088050314,814465.4088050314,10000000,percent,0,0.06792452830188679
8,2,Melissa Rycroft,8.666666666666666,,,0.08144654088050314,814465.4088050314,10000000,percent,0,0.09811320754716979
8,3,Gilles Marini,9.0,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.10629921259842519
8,3,Denise Richards,5.333333333333333,,,0.0,0.0,10000000,percent,1,0.06299212598425197
8,3,David Alan Grier,8.0,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.09448818897637795
8,3,Lawrence Taylor,6.666666666666667,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.07874015748031496
8,3,Ty Murray,7.666666666666667,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.0905511811023622
8,3,Shawn Johnson,9.0,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.10629921259842519
8,3,Steve Wozniak,3.3333333333333335,,,0.11202576950608448,1120257.6950608448,10000000,percent,0,0.03937007874015748
8,3,Chuck Wicks,7.666666666666667,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.0905511811023622
8,3,Lil' Kim,8.333333333333334,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.0984251968503937
8,3,Steve-O,5.0,,,0.09234073013600574,923407.3013600574,10000000,percent,0,0.05905511811023622
8,3,Holly Madison,5.666666666666667,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.06692913385826772
8,3,Melissa Rycroft,9.0,,,0.08840372226198999,884037.2226198999,10000000,percent,0,0.10629921259842519
8,4,Gilles Marini,10.0,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.12396694214876035
8,4,David Alan Grier,7.333333333333333,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.09090909090909091
8,4,Lawrence Taylor,6.333333333333333,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.07851239669421488
8,4,Ty Murray,8.333333333333334,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.10330578512396696
8,4,Shawn Johnson,8.333333333333334,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.10330578512396696
8,4,Steve Wozniak,4.0,,,0.0,0.0,10000000,percent,1,0.04958677685950414
8,4,Chuck Wicks,7.333333333333333,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.09090909090909091
8,4,Lil' Kim,9.0,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.11157024793388431
8,4,Steve-O,5.0,,,0.11478420569329659,1147842.0569329658,10000000,percent,0,0.061983471074380174
8,4,Holly Madison,5.333333333333333,,,0.0,0.0,10000000,percent,1,0.06611570247933884
8,4,Melissa Rycroft,9.666666666666666,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.11983471074380166
8,5,Gilles Marini,9.666666666666666,,,0.12083333333333333,1208333.3333333333,10000000,percent,0,0.13809523809523808
8,5,David Alan Grier,7.333333333333333,,,0.0,0.0,10000000,percent,1,0.10476190476190476
8,5,Lawrence Taylor,6.666666666666667,,,0.13035714285714284,1303571.4285714284,10000000,percent,0,0.09523809523809525
8,5,Ty Murray,7.0,,,0.1255952380952381,1255952.3809523808,10000000,percent,0,0.1
8,5,Shawn Johnson,8.666666666666666,,,0.12083333333333333,1208333.3333333333,10000000,percent,0,0.1238095238095238
8,5,Chuck Wicks,7.666666666666667,,,0.12083333333333333,1208333.3333333333,10000000,percent,0,0.10952380952380952
8,5,Lil' Kim,8.666666666666666,,,0.12083333333333333,1208333.3333333333,10000000,percent,0,0.1238095238095238
8,5,Steve-O,6.0,,,0.13988095238095238,1398809.5238095238,10000000,percent,0,0.08571428571428572
8,5,Melissa Rycroft,8.333333333333334,,,0.12083333333333333,1208333.3333333333,10000000,percent,0,0.11904761904761905
8,6,Gilles Marini,8.666666666666666,,,0.14142857142857143,1414285.7142857143,10000000,percent,0,0.13978494623655913
8,6,Lawrence Taylor,7.333333333333333,,,0.14142857142857143,1414285.7142857143,10000000,percent,0,0.11827956989247311
8,6,Ty Murray,6.0,,,0.14142857142857143,1414285.7142857143,10000000,percent,0,0.0967741935483871
8,6,Shawn Johnson,8.666666666666666,,,0.14142857142857143,1414285.7142857143,10000000,percent,0,0.13978494623655913
8,6,Chuck Wicks,7.666666666666667,,,0.14142857142857143,1414285.7142857143,10000000,percent,0,0.12365591397849462
8,6,Lil' Kim,9.333333333333334,,,0.14142857142857143,1414285.7142857143,10000000,percent,0,0.15053763440860216
8,6,Steve-O,5.333333333333333,,,0.01,100000.0,10000000,percent,1,0.08602150537634408
8,6,Melissa Rycroft,9.0,,,0.14142857142857143,1414285.7142857143,10000000,percent,0,0.14516129032258066
8,7,Gilles Marini,9.0,,,0.164,1640000.0,10000000,percent,0,0.14835164835164835
8,7,Lawrence Taylor,7.0,,,0.016,160000.0,10000000,percent,1,0.11538461538461539
8,7,Ty Murray,8.0,,,0.164,1640000.0,10000000,percent,0,0.13186813186813187
8,7,Shawn Johnson,9.333333333333334,,,0.164,1640000.0,10000000,percent,0,0.15384615384615385
8,7,Chuck Wicks,9.0,,,0.164,1640000.0,10000000,percent,0,0.14835164835164835
8,7,Lil' Kim,8.666666666666666,,,0.164,1640000.0,10000000,percent,0,0.14285714285714285
8,7,Melissa Rycroft,9.666666666666666,,,0.164,1640000.0,10000000,percent,0,0.15934065934065933
8,8,Gilles Marini,9.166666666666666,,,0.19679487179487182,1967948.7179487182,10000000,percent,0,0.17628205128205127
8,8,Ty Murray,8.666666666666666,,,0.19679487179487182,1967948.7179487182,10000000,percent,0,0.16666666666666666
8,8,Shawn Johnson,8.666666666666666,,,0.19679487179487182,1967948.7179487182,10000000,percent,0,0.16666666666666666
8,8,Chuck Wicks,8.5,,,0.0,0.0,10000000,percent,1,0.16346153846153846
8,8,Lil' Kim,9.333333333333334,,,0.19679487179487182,1967948.7179487182,10000000,percent,0,0.1794871794871795
8,8,Melissa Rycroft,7.666666666666667,,,0.21282051282051284,2128205.1282051285,10000000,percent,0,0.14743589743589744
8,9,Gilles Marini,9.333333333333334,,,0.24438202247191013,2443820.224719101,10000000,percent,0,0.20973782771535582
8,9,Ty Murray,7.666666666666667,,,0.26685393258426965,2668539.3258426967,10000000,percent,0,0.17228464419475656
8,9,Shawn Johnson,9.333333333333334,,,0.24438202247191013,2443820.224719101,10000000,percent,0,0.20973782771535582
8,9,Lil' Kim,8.666666666666666,,,0.0,0.0,10000000,percent,1,0.19475655430711608
8,9,Melissa Rycroft,9.5,,,0.24438202247191013,2443820.224719101,10000000,percent,0,0.21348314606741572
8,10,Gilles Marini,10.0,,,0.3226544901065449,3226544.901065449,10000000,percent,0,0.273972602739726
8,10,Ty Murray,8.0,,,0.032,320000.0,10000000,percent,1,0.2191780821917808
8,10,Shawn Johnson,9.333333333333334,,,0.3226544901065449,3226544.901065449,10000000,percent,0,0.25570776255707767
8,10,Melissa Rycroft,9.166666666666666,,,0.32269101978691017,3226910.1978691015,10000000,percent,0,0.2511415525114155
8,11,Gilles Marini,9.666666666666666,,,0.33142857142857146,3314285.7142857146,10000000,percent,0,0.33142857142857146
8,11,Shawn Johnson,10.0,,,0.34285714285714286,3428571.4285714286,10000000,percent,0,0.34285714285714286
8,11,Melissa Rycroft,9.5,,,0.32571428571428573,3257142.8571428573,10000000,percent,0,0.32571428571428573
9,1,Ashley Hamiliton,6.3333,,,0.0,0.0,10000000,percent,1,0.04679796767671991
9,1,Debi Mazar,7.333333333333333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.05418740566465287
9,1,Melissa Joan Hart,8.0,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.059113533452348585
9,1,Mark Dacascos,9.6666,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.07142836030880911
9,1,Chuck Liddell,7.333333333333333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.05418740566465287
9,1,Natalie Coughlin,8.999933333333333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.06650223252111338
9,1,Louie Vito,8.999933333333333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.06650223252111338
9,1,Michael Irvin,6.333333333333333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.046798213983109294
9,1,Joanna Krupa,11.3333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.08374392608443777
9,1,Kathy Ireland,6.666633333333333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.04926103157056777
9,1,Tom DeLay,6.666633333333333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.04926103157056777
9,1,Macy Gray,6.3333,,,0.0,0.0,10000000,percent,1,0.04679796767671991
9,1,Aaron Carter,10.666633333333332,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.07881779829674204
9,1,Mya,10.3333,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.0763547344028942
9,1,Donny Osmond,9.999966666666666,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.07389167050904634
9,1,Kelly Osbourne,10.333266666666667,,,0.07142857142857142,714285.7142857142,10000000,percent,0,0.07635448809650482
9,2,Debi Mazar,7.0,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.07142857142857144
9,2,Melissa Joan Hart,6.333333333333333,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.06462585034013606
9,2,Mark Dacascos,7.0,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.07142857142857144
9,2,Chuck Liddell,6.333333333333333,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.06462585034013606
9,2,Natalie Coughlin,7.0,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.07142857142857144
9,2,Louie Vito,6.333333333333333,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.06462585034013606
9,2,Michael Irvin,6.666666666666667,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.06802721088435375
9,2,Joanna Krupa,6.666666666666667,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.06802721088435375
9,2,Kathy Ireland,6.0,,,0.0,0.0,10000000,percent,1,0.06122448979591837
9,2,Tom DeLay,6.0,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.06122448979591837
9,2,Aaron Carter,9.0,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.09183673469387757
9,2,Mya,9.0,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.09183673469387757
9,2,Donny Osmond,8.333333333333334,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.0850340136054422
9,2,Kelly Osbourne,6.333333333333333,,,0.07692307692307693,769230.7692307692,10000000,percent,0,0.06462585034013606
9,3,Debi Mazar,5.666666666666667,,,0.0,0.0,10000000,percent,1,0.06589147286821706
9,3,Melissa Joan Hart,6.333333333333333,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.07364341085271317
9,3,Mark Dacascos,6.0,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.06976744186046512
9,3,Chuck Liddell,5.666666666666667,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.06589147286821706
9,3,Natalie Coughlin,8.666666666666666,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.10077519379844961
9,3,Louie Vito,6.666666666666667,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.07751937984496124
9,3,Michael Irvin,4.666666666666667,,,0.10147991543340382,1014799.1543340381,10000000,percent,0,0.054263565891472874
9,3,Joanna Krupa,7.666666666666667,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.08914728682170543
9,3,Tom DeLay,5.0,,,0.0,0.0,10000000,percent,1,0.05813953488372093
9,3,Aaron Carter,7.0,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.08139534883720931
9,3,Mya,9.0,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.10465116279069768
9,3,Donny Osmond,7.0,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.08139534883720931
9,3,Kelly Osbourne,6.666666666666667,,,0.08985200845665962,898520.0845665962,10000000,percent,0,0.07751937984496124
9,4,Melissa Joan Hart,9.333333333333334,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.11570247933884298
9,4,Mark Dacascos,7.333333333333333,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.0909090909090909
9,4,Chuck Liddell,5.666666666666667,,,0.0,0.0,10000000,percent,1,0.07024793388429752
9,4,Natalie Coughlin,8.0,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.09917355371900825
9,4,Louie Vito,5.333333333333333,,,0.10330578512396696,1033057.8512396696,10000000,percent,0,0.06611570247933883
9,4,Michael Irvin,5.333333333333333,,,0.10330578512396696,1033057.8512396696,10000000,percent,0,0.06611570247933883
9,4,Joanna Krupa,8.666666666666666,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.10743801652892561
9,4,Aaron Carter,6.0,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.0743801652892562
9,4,Mya,9.333333333333334,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.11570247933884298
9,4,Donny Osmond,8.0,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.09917355371900825
9,4,Kelly Osbourne,7.666666666666667,,,0.09917355371900827,991735.5371900827,10000000,percent,0,0.09504132231404959
9,5,Melissa Joan Hart,7.666666666666667,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.09504132231404959
9,5,Mark Dacascos,8.666666666666666,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.10743801652892561
9,5,Natalie Coughlin,7.333333333333333,,,0.0,0.0,10000000,percent,1,0.0909090909090909
9,5,Louie Vito,7.333333333333333,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.0909090909090909
9,5,Michael Irvin,7.0,,,0.1147842056932966,1147842.056932966,10000000,percent,0,0.08677685950413222
9,5,Joanna Krupa,8.0,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.09917355371900825
9,5,Aaron Carter,8.0,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.09917355371900825
9,5,Mya,9.0,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.11157024793388429
9,5,Donny Osmond,9.666666666666666,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.11983471074380164
9,5,Kelly Osbourne,8.0,,,0.11065197428833792,1106519.7428833793,10000000,percent,0,0.09917355371900825
9,6,Melissa Joan Hart,7.9999666666666664,,,0.0,0.0,10000000,percent,1,0.0923076272187096
9,6,Mark Dacascos,10.666666666666666,,,0.14175812806384988,1417581.2806384987,10000000,percent,0,0.12307734911390075
9,6,Louie Vito,8.0,,,0.0,0.0,10000000,percent,1,0.09230801183542557
9,6,Michael Irvin,7.333266666666667,,,0.14945123161690063,1494512.3161690063,10000000,percent,0,0.08461490828237482
9,6,Joanna Krupa,11.999966666666666,,,0.14175812806384988,1417581.2806384987,10000000,percent,0,0.13846163313642237
9,6,Aaron Carter,10.999933333333333,,,0.14175812806384988,1417581.2806384987,10000000,percent,0,0.1269227470402782
9,6,Mya,11.0,,,0.14175812806384988,1417581.2806384987,10000000,percent,0,0.12692351627371015
9,6,Donny Osmond,10.3333,,,0.14175812806384988,1417581.2806384987,10000000,percent,0,0.11923079733737538
9,6,Kelly Osbourne,8.333266666666667,,,0.14175812806384988,1417581.2806384987,10000000,percent,0,0.09615340976180302
9,7,Mark Dacascos,7.166666666666667,,,0.0,0.0,10000000,percent,1,0.12250712250712252
9,7,Michael Irvin,7.833333333333333,,,0.05,500000.0,10000000,percent,1,0.1339031339031339
9,7,Joanna Krupa,9.166666666666666,,,0.18202279202279203,1820227.9202279204,10000000,percent,0,0.1566951566951567
9,7,Aaron Carter,8.833333333333334,,,0.1877207977207977,1877207.9772079769,10000000,percent,0,0.15099715099715103
9,7,Mya,8.166666666666666,,,0.19911680911680912,1991168.0911680912,10000000,percent,0,0.1396011396011396
9,7,Donny Osmond,8.666666666666666,,,0.19056980056980055,1905698.0056980054,10000000,percent,0,0.14814814814814817
9,7,Kelly Osbourne,8.666666666666666,,,0.19056980056980055,1905698.0056980054,10000000,percent,0,0.14814814814814817
9,8,Joanna Krupa,8.666666666666666,,,0.25,2500000.0,10000000,percent,0,0.19847328244274806
9,8,Aaron Carter,8.333333333333334,,,0.0,0.0,10000000,percent,1,0.19083969465648853
9,8,Mya,9.833333333333334,,,0.25,2500000.0,10000000,percent,0,0.22519083969465647
9,8,Donny Osmond,8.333333333333334,,,0.25,2500000.0,10000000,percent,0,0.19083969465648853
9,8,Kelly Osbourne,8.5,,,0.25,2500000.0,10000000,percent,0,0.1946564885496183
9,9,Joanna Krupa,9.0,,,0.0,0.0,10000000,percent,1,0.25312587012017856
9,9,Mya,9.666633333333333,,,0.322915797523054,3229157.97523054,10000000,percent,0,0.27187499707030244
9,9,Donny Osmond,8.2222,,,0.34479149772077344,3447914.9772077342,10000000,percent,0,0.23125016992245914
9,9,Kelly Osbourne,8.6666,,,0.3322927047561726,3322927.047561726,10000000,percent,0,0.24374896288705994
9,10,Mya,9.4444,,,0.3432030932030932,3432030.932030932,10000000,percent,0,0.3432030932030932
9,10,Donny Osmond,9.6666,,,0.35127769056340485,3512776.9056340484,10000000,percent,0,0.35127769056340485
9,10,Kelly Osbourne,8.4074,,,0.305519216233502,3055192.1623350196,10000000,percent,0,0.305519216233502
10,1,Aiden Turner,5.0,,,0.07177033492822966,717703.3492822966,10000000,percent,0,0.07177033492822966
10,1,Shannen Doherty,6.0,,,0.08612440191387559,861244.0191387559,10000000,percent,0,0.08612440191387559
10,1,Niecy Nash,6.0,,,0.08612440191387559,861244.0191387559,10000000,percent,0,0.08612440191387559
10,1,Buzz Aldrin,4.666666666666667,,,0.06698564593301436,669856.4593301435,10000000,percent,0,0.06698564593301436
10,1,Chad Ochocinco,6.0,,,0.08612440191387559,861244.0191387559,10000000,percent,0,0.08612440191387559
10,1,Evan Lysacek,7.666666666666667,,,0.11004784688995214,1100478.4688995215,10000000,percent,0,0.11004784688995214
10,1,Pamela Anderson,7.0,,,0.10047846889952153,1004784.6889952152,10000000,percent,0,0.10047846889952153
10,1,Nicole Scherzinger,8.333333333333334,,,0.11961722488038277,1196172.2488038277,10000000,percent,0,0.11961722488038277
10,1,Erin Andrews,7.0,,,0.10047846889952153,1004784.6889952152,10000000,percent,0,0.10047846889952153
10,1,Kate Gosselin,5.333333333333333,,,0.07655502392344497,765550.2392344497,10000000,percent,0,0.07655502392344497
10,1,Jake Pavelka,6.666666666666667,,,0.09569377990430622,956937.7990430621,10000000,percent,0,0.09569377990430622
10,2,Aiden Turner,6.333333333333333,,,0.09636363636363637,963636.3636363638,10000000,percent,0,0.08636363636363636
10,2,Shannen Doherty,6.666666666666667,,,0.0,0.0,10000000,percent,1,0.09090909090909093
10,2,Niecy Nash,7.0,,,0.09181818181818181,918181.8181818181,10000000,percent,0,0.09545454545454546
10,2,Buzz Aldrin,4.0,,,0.12818181818181817,1281818.1818181816,10000000,percent,0,0.05454545454545455
10,2,Chad Ochocinco,5.333333333333333,,,0.11000000000000001,1100000.0000000002,10000000,percent,0,0.07272727272727272
10,2,Evan Lysacek,8.0,,,0.09181818181818181,918181.8181818181,10000000,percent,0,0.1090909090909091
10,2,Pamela Anderson,7.333333333333333,,,0.09181818181818181,918181.8181818181,10000000,percent,0,0.1
10,2,Nicole Scherzinger,9.333333333333334,,,0.09181818181818181,918181.8181818181,10000000,percent,0,0.1272727272727273
10,2,Erin Andrews,7.666666666666667,,,0.09181818181818181,918181.8181818181,10000000,percent,0,0.10454545454545455
10,2,Kate Gosselin,5.0,,,0.11454545454545455,1145454.5454545454,10000000,percent,0,0.06818181818181819
10,2,Jake Pavelka,6.666666666666667,,,0.09181818181818181,918181.8181818181,10000000,percent,0,0.09090909090909093
10,3,Aiden Turner,6.666666666666667,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.09852216748768472
10,3,Niecy Nash,7.0,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.10344827586206896
10,3,Buzz Aldrin,4.333333333333333,,,0.009000000000000001,90000.00000000001,10000000,percent,1,0.06403940886699507
10,3,Chad Ochocinco,6.666666666666667,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.09852216748768472
10,3,Evan Lysacek,8.666666666666666,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.12807881773399013
10,3,Pamela Anderson,7.0,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.10344827586206896
10,3,Nicole Scherzinger,7.666666666666667,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.11330049261083744
10,3,Erin Andrews,7.666666666666667,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.11330049261083744
10,3,Kate Gosselin,5.0,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.07389162561576354
10,3,Jake Pavelka,7.0,,,0.1101111111111111,1101111.111111111,10000000,percent,0,0.10344827586206896
10,4,Aiden Turner,5.5,,,0.0,0.0,10000000,percent,1,0.0889487870619946
10,4,Niecy Nash,6.0,,,0.12466307277628032,1246630.7277628032,10000000,percent,0,0.09703504043126684
10,4,Chad Ochocinco,7.333333333333333,,,0.12466307277628032,1246630.7277628032,10000000,percent,0,0.11859838274932613
10,4,Evan Lysacek,8.666666666666666,,,0.12466307277628032,1246630.7277628032,10000000,percent,0,0.14016172506738542
10,4,Pamela Anderson,7.833333333333333,,,0.12466307277628032,1246630.7277628032,10000000,percent,0,0.12668463611859837
10,4,Nicole Scherzinger,8.333333333333334,,,0.12466307277628032,1246630.7277628032,10000000,percent,0,0.13477088948787064
10,4,Erin Andrews,6.5,,,0.12466307277628032,1246630.7277628032,10000000,percent,0,0.10512129380053908
10,4,Kate Gosselin,5.333333333333333,,,0.12735849056603774,1273584.9056603773,10000000,percent,0,0.08625336927223719
10,4,Jake Pavelka,6.333333333333333,,,0.12466307277628032,1246630.7277628032,10000000,percent,0,0.10242587601078167
10,5,Niecy Nash,6.0,,,0.14042857142857143,1404285.7142857143,10000000,percent,0,0.10404624277456646
10,5,Chad Ochocinco,6.0,,,0.14042857142857143,1404285.7142857143,10000000,percent,0,0.10404624277456646
10,5,Evan Lysacek,9.0,,,0.14042857142857143,1404285.7142857143,10000000,percent,0,0.1560693641618497
10,5,Pamela Anderson,7.0,,,0.14042857142857143,1404285.7142857143,10000000,percent,0,0.12138728323699421
10,5,Nicole Scherzinger,9.666666666666666,,,0.14042857142857143,1404285.7142857143,10000000,percent,0,0.16763005780346818
10,5,Erin Andrews,7.333333333333333,,,0.14042857142857143,1404285.7142857143,10000000,percent,0,0.12716763005780346
10,5,Kate Gosselin,5.0,,,0.017,170000.0,10000000,percent,1,0.08670520231213873
10,5,Jake Pavelka,7.666666666666667,,,0.14042857142857143,1404285.7142857143,10000000,percent,0,0.1329479768786127
10,6,Niecy Nash,8.6666,,,0.166,1660000.0,10000000,percent,0,0.12440137359311731
10,6,Chad Ochocinco,10.3333,,,0.166,1660000.0,10000000,percent,0,0.148325377166335
10,6,Evan Lysacek,9.0,,,0.166,1660000.0,10000000,percent,0,0.12918703555466454
10,6,Pamela Anderson,9.999933333333333,,,0.166,1660000.0,10000000,percent,0,0.14354019367528983
10,6,Nicole Scherzinger,11.999966666666666,,,0.166,1660000.0,10000000,percent,0,0.17224890226905065
10,6,Erin Andrews,11.333333333333334,,,0.166,1660000.0,10000000,percent,0,0.16267997069846646
10,6,Jake Pavelka,8.3333,,,0.004,40000.0,10000000,percent,1,0.11961714704307622
10,7,Niecy Nash,8.166666666666666,,,0.20514469453376208,2051446.9453376208,10000000,percent,0,0.15755627009646303
10,7,Chad Ochocinco,8.666666666666666,,,0.1987138263665595,1987138.2636655949,10000000,percent,0,0.16720257234726688
10,7,Evan Lysacek,9.0,,,0.1987138263665595,1987138.2636655949,10000000,percent,0,0.17363344051446947
10,7,Pamela Anderson,8.5,,,0.0,0.0,10000000,percent,1,0.16398713826366562
10,7,Nicole Scherzinger,9.0,,,0.1987138263665595,1987138.2636655949,10000000,percent,0,0.17363344051446947
10,7,Erin Andrews,8.5,,,0.1987138263665595,1987138.2636655949,10000000,percent,0,0.16398713826366562
10,8,Niecy Nash,7.166666666666667,,,0.007,70000.0,10000000,percent,1,0.16996047430830039
10,8,Chad Ochocinco,7.5,,,0.24825,2482500.0,10000000,percent,0,0.17786561264822132
10,8,Evan Lysacek,8.833333333333334,,,0.24825,2482500.0,10000000,percent,0,0.20948616600790512
10,8,Nicole Scherzinger,9.833333333333334,,,0.24825,2482500.0,10000000,percent,0,0.23320158102766797
10,8,Erin Andrews,8.833333333333334,,,0.24825,2482500.0,10000000,percent,0,0.20948616600790512
10,9,Chad Ochocinco,8.666666666666666,,,0.017,170000.0,10000000,percent,1,0.2300884955752212
10,9,Evan Lysacek,9.833333333333334,,,0.32766666666666666,3276666.6666666665,10000000,percent,0,0.26106194690265483
10,9,Nicole Scherzinger,9.833333333333334,,,0.32766666666666666,3276666.6666666665,10000000,percent,0,0.26106194690265483
10,9,Erin Andrews,9.333333333333334,,,0.32766666666666666,3276666.6666666665,10000000,percent,0,0.24778761061946902
10,10,Evan Lysacek,8.9629,,,0.325268368450467,3252683.68450467,10000000,percent,0,0.325268368450467
10,10,Nicole Scherzinger,9.592566666666666,,,0.34811930389929624,3481193.0389929623,10000000,percent,0,0.34811930389929624
10,10,Erin Andrews,8.999933333333333,,,0.32661232765023673,3266123.276502367,10000000,percent,0,0.32661232765023673
11,1,David Hasselhoff,5.0,,,0.0,0.0,10000000,percent,1,0.06607929515418502
11,1,Florence Henderson,6.0,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.07929515418502202
11,1,Kyle Massey,7.666666666666667,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.1013215859030837
11,1,Jennifer Grey,8.0,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.10572687224669602
11,1,Rick Fox,7.333333333333333,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.09691629955947136
11,1,Kurt Warner,6.333333333333333,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.08370044052863435
11,1,Margaret Cho,5.0,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.06607929515418502
11,1,Michael Bolton,5.333333333333333,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.07048458149779735
11,1,Brandy,7.666666666666667,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.1013215859030837
11,1,The Situation,5.0,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.06607929515418502
11,1,Audrina Patridge,6.333333333333333,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.08370044052863435
11,1,Bristol Palin,6.0,,,0.09090909090909091,909090.9090909091,10000000,percent,0,0.07929515418502202
11,2,Florence Henderson,6.333333333333333,,,0.0973,973000.0,10000000,percent,0,0.08597285067873305
