season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,judge_total,fan_vote_share
10,4,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,8.333333333333334,0.1246630727762803
10,4,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,6.5,0.1246630727762803
10,4,Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,5.333333333333333,0.1273584905660377
10,4,Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,6.333333333333333,0.1246630727762803
10,5,Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,6.0,0.1404285714285714
10,5,Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,6.0,0.1404285714285714
10,5,Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,9.0,0.1404285714285714
10,5,Pamela Anderson,Damian Whitewood,Model,,Canada,42,7.0,0.1404285714285714
10,5,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,9.666666666666666,0.1404285714285714
10,5,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,7.333333333333333,0.1404285714285714
10,5,Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,5.0,0.017
10,5,Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,7.666666666666667,0.1404285714285714
10,6,Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,8.6666,0.166
10,6,Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10.3333,0.166
10,6,Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,9.0,0.166
10,6,Pamela Anderson,Damian Whitewood,Model,,Canada,42,9.999933333333333,0.166
10,6,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,11.999966666666666,0.166
10,6,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,11.333333333333334,0.166
10,6,Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,8.3333,0.004
10,7,Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,8.166666666666666,0.205144694533762
10,7,Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,8.666666666666666,0.1987138263665595
10,7,Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,9.0,0.1987138263665595
10,7,Pamela Anderson,Damian Whitewood,Model,,Canada,42,8.5,0.0
10,7,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,9.0,0.1987138263665595
10,7,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,8.5,0.1987138263665595
10,8,Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,7.166666666666667,0.007
10,8,Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,7.5,0.24825
10,8,Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,8.833333333333334,0.24825
10,8,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,9.833333333333334,0.24825
10,8,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,8.833333333333334,0.24825
10,9,Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,8.666666666666666,0.017
10,9,Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,9.833333333333334,0.3276666666666666
10,9,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,9.833333333333334,0.3276666666666666
10,9,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,9.333333333333334,0.3276666666666666
11,1,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,5.0,0.0
11,1,Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,6.0,0.0909090909090909
11,1,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,7.666666666666667,0.0909090909090909
11,1,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,8.0,0.0909090909090909
11,1,Rick Fox,Cheryl Burke,Athlete,,Canada,41,7.333333333333333,0.0909090909090909
11,1,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,6.333333333333333,0.0909090909090909
11,1,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,5.0,0.0909090909090909
11,1,Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,5.333333333333333,0.0909090909090909
11,1,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,7.666666666666667,0.0909090909090909
11,1,The Situation,Karina Smirnoff,TV Personality,New York,United States,28,5.0,0.0909090909090909
11,1,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,6.333333333333333,0.0909090909090909
11,1,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,6.0,0.0909090909090909
11,2,Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,6.333333333333333,0.0973
11,2,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,7.333333333333333,0.0973
11,2,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,8.0,0.0973
11,2,Rick Fox,Cheryl Burke,Athlete,,Canada,41,7.0,0.0973
11,2,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,7.0,0.0973
11,2,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,6.0,0.0973
11,2,Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,4.0,0.027
11,2,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,7.0,0.0973
11,2,The Situation,Karina Smirnoff,TV Personality,New York,United States,28,6.0,0.0973
11,2,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,7.666666666666667,0.0973
11,2,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,7.333333333333333,0.0973
11,3,Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,6.666666666666667,0.1106666666666666
11,3,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,7.666666666666667,0.1106666666666666
11,3,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,8.0,0.1106666666666666
11,3,Rick Fox,Cheryl Burke,Athlete,,Canada,41,8.0,0.1106666666666666
11,3,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,7.666666666666667,0.1106666666666666
11,3,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,6.0,0.004
11,3,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,8.0,0.1106666666666666
11,3,The Situation,Karina Smirnoff,TV Personality,New York,United States,28,6.666666666666667,0.1106666666666666
11,3,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,8.666666666666666,0.1106666666666666
11,3,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,6.333333333333333,0.1106666666666666
11,4,Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,5.833333333333333,0.123625
11,4,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,6.666666666666667,0.123625
11,4,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,9.333333333333334,0.123625
11,4,Rick Fox,Cheryl Burke,Athlete,,Canada,41,6.5,0.123625
11,4,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,5.666666666666667,0.123625
11,4,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,8.0,0.123625
11,4,The Situation,Karina Smirnoff,TV Personality,New York,United States,28,4.666666666666667,0.011
11,4,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,7.666666666666667,0.123625
11,4,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,5.333333333333333,0.123625
11,5,Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,7.0,0.0
11,5,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,6.666666666666667,0.1452119309262166
11,5,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,8.333333333333334,0.1397174254317111
11,5,Rick Fox,Cheryl Burke,Athlete,,Canada,41,8.0,0.1397174254317111
11,5,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,8.0,0.1397174254317111
11,5,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,9.0,0.1397174254317111
11,5,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,7.666666666666667,0.1397174254317111
11,5,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,6.0,0.1562009419152276
11,6,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,9.999966666666666,0.1594202653503337
11,6,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,9.666666666666666,0.1642507164678012
11,6,Rick Fox,Cheryl Burke,Athlete,,Canada,41,10.0,0.1594197822569126
11,6,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,7.3333,0.1980677390374428
11,6,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11.999966666666666,0.1497588800219775
11,6,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,10.6666,0.0
11,6,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,9.333266666666667,0.169082616865532
11,7,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,8.375,0.2019184652278177
11,7,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,9.125,0.1971223021582733
11,7,Rick Fox,Cheryl Burke,Athlete,,Canada,41,8.625,0.0
11,7,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,8.75,0.1971223021582733
11,7,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,9.125,0.1971223021582733
11,7,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,8.125,0.2067146282973621
11,8,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,9.333333333333334,0.2490566037735849
11,8,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,9.5,0.2490566037735849
11,8,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,8.0,0.0
11,8,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,9.5,0.2490566037735849
11,8,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,7.833333333333333,0.2528301886792453
11,9,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,9.666666666666666,0.3274853801169591
11,9,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,10.0,0.3274853801169591
11,9,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,9.5,0.0
11,9,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,8.833333333333334,0.3450292397660819
12,2,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,7.0,0.1
12,2,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,6.0,0.1
12,2,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,6.666666666666667,0.1
12,2,Hines Ward,Kym Johnson,Athlete,,South Korea,35,7.666666666666667,0.1
12,2,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,5.666666666666667,0.1
12,2,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,7.666666666666667,0.1
12,2,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,6.0,0.1
12,2,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,5.666666666666667,0.0
12,2,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,7.666666666666667,0.1
12,2,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,5.666666666666667,0.1
12,2,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,6.333333333333333,0.1
12,3,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,7.0,0.1085555555555555
12,3,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,7.666666666666667,0.1085555555555555
12,3,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,7.0,0.1085555555555555
12,3,Hines Ward,Kym Johnson,Athlete,,South Korea,35,8.333333333333334,0.1085555555555555
12,3,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,6.666666666666667,0.1085555555555555
12,3,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,7.0,0.1085555555555555
12,3,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,8.333333333333334,0.1085555555555555
12,3,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,6.666666666666667,0.1085555555555555
12,3,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,5.0,0.023
12,3,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,7.666666666666667,0.1085555555555555
12,4,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,8.333333333333334,0.1231796116504854
12,4,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,8.666666666666666,0.1231796116504854
12,4,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,7.333333333333333,0.1231796116504854
12,4,Hines Ward,Kym Johnson,Athlete,,South Korea,35,8.333333333333334,0.1231796116504854
12,4,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,7.0,0.0
12,4,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,7.666666666666667,0.1231796116504854
12,4,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,7.666666666666667,0.1231796116504854
12,4,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,7.666666666666667,0.1231796116504854
12,4,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,6.0,0.1377427184466019
12,5,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,7.333333333333333,0.1428571428571428
12,5,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,8.666666666666666,0.1428571428571428
12,5,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,7.666666666666667,0.1428571428571428
12,5,Hines Ward,Kym Johnson,Athlete,,South Korea,35,9.0,0.1428571428571428
12,5,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,8.666666666666666,0.1428571428571428
12,5,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,7.333333333333333,0.0
12,5,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,8.666666666666666,0.1428571428571428
12,5,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,7.333333333333333,0.1428571428571428
12,6,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,8.0,0.1648333333333333
12,6,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,9.333333333333334,0.1648333333333333
12,6,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,8.666666666666666,0.1648333333333333
12,6,Hines Ward,Kym Johnson,Athlete,,South Korea,35,9.0,0.1648333333333333
12,6,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,7.333333333333333,0.011
12,6,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,9.333333333333334,0.1648333333333333
12,6,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,8.333333333333334,0.1648333333333333
12,7,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,8.25,0.1989389920424403
12,7,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,8.0,0.1989389920424403
12,7,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,7.5,0.2015915119363395
12,7,Hines Ward,Kym Johnson,Athlete,,South Korea,35,8.25,0.1989389920424403
12,7,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,7.5,0.2015915119363395
12,7,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,7.625,0.0
12,8,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,7.666666666666667,0.2673076923076923
12,8,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,9.166666666666666,0.2442307692307692
12,8,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,8.833333333333334,0.2442307692307692
12,8,Hines Ward,Kym Johnson,Athlete,,South Korea,35,9.0,0.2442307692307692
12,8,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,8.666666666666666,0.0
12,9,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,8.0,0.025
12,9,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12.166666666666666,0.325
12,9,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,9.0,0.325
12,9,Hines Ward,Kym Johnson,Athlete,,South Korea,35,10.0,0.325
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,5.0,0.0906363636363636
13,1,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,6.0,0.0906363636363636
13,1,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,6.666666666666667,0.0906363636363636
13,1,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,7.333333333333333,0.0906363636363636
13,1,Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,4.666666666666667,0.003
13,1,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,7.0,0.0906363636363636
13,1,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,7.333333333333333,0.0906363636363636
13,1,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,6.333333333333333,0.0906363636363636
13,1,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,5.666666666666667,0.0906363636363636
13,1,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,5.666666666666667,0.0906363636363636
13,1,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,5.333333333333333,0.0906363636363636
13,1,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,5.333333333333333,0.0906363636363636
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,7.0,0.0
13,2,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,6.0,0.1080717488789237
13,2,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,7.666666666666667,0.0946188340807174
13,2,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,7.333333333333333,0.0946188340807174
13,2,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,6.333333333333333,0.1035874439461883
13,2,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,7.0,0.0946188340807174
13,2,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,7.333333333333333,0.0946188340807174
13,2,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,6.0,0.1080717488789237
13,2,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,5.666666666666667,0.1125560538116591
13,2,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,7.0,0.0946188340807174
13,2,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,7.0,0.0946188340807174
13,3,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,8.0,0.1064228785747773
13,3,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,9.0,0.1064228785747773
13,3,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,8.666666666666666,0.1064228785747773
13,3,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,8.0,0.1064228785747773
13,3,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,8.666666666666666,0.1064228785747773
13,3,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,8.0,0.0
13,3,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,7.666666666666667,0.1106422878574777
13,3,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,6.0,0.1317393342709798
13,3,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,7.0,0.1190811064228785
13,3,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,8.0,0.1064228785747773
13,4,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,7.666666666666667,0.124401913875598
13,4,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,9.666666666666666,0.124401913875598
13,4,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,8.666666666666666,0.124401913875598
13,4,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,8.0,0.124401913875598
13,4,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,7.0,0.0
13,4,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,6.666666666666667,0.1291866028708134
13,4,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,7.0,0.124401913875598
13,4,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,7.0,0.124401913875598
13,4,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,8.0,0.124401913875598
13,5,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,8.333333333333334,0.1414285714285714
13,5,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,8.0,0.1414285714285714
13,5,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,9.333333333333334,0.1414285714285714
13,5,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,8.0,0.1414285714285714
13,5,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,6.333333333333333,0.01
13,5,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,7.0,0.1414285714285714
13,5,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,7.333333333333333,0.1414285714285714
13,5,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,8.333333333333334,0.1414285714285714
13,6,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,7.666666666666667,0.1656666666666666
13,6,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,9.666666666666666,0.1656666666666666
13,6,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,9.666666666666666,0.1656666666666666
13,6,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,6.666666666666667,0.1656666666666666
13,6,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,6.333333333333333,0.006
13,6,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,8.0,0.1656666666666666
13,6,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,7.333333333333333,0.1656666666666666
13,7,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,7.833333333333333,0.0
13,7,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,8.833333333333334,0.1979522184300341
13,7,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,8.0,0.1979522184300341
13,7,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,8.333333333333334,0.1979522184300341
13,7,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,7.333333333333333,0.2081911262798635
13,7,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,8.5,0.1979522184300341
13,8,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,8.666666666666666,0.24325
13,8,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,10.0,0.24325
13,8,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,8.666666666666666,0.24325
13,8,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,7.333333333333333,0.027
13,8,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,8.5,0.24325
13,9,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,11.166633333333332,0.3236666666666666
13,9,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,9.333333333333334,0.3236666666666666
13,9,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,8.1666,0.029
13,9,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,10.833266666666667,0.3236666666666666
14,2,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,8.333333333333334,0.0908181818181818
14,2,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,7.0,0.0908181818181818
14,2,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,7.666666666666667,0.0908181818181818
14,2,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,7.333333333333333,0.0908181818181818
14,2,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,8.666666666666666,0.0908181818181818
14,2,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,6.666666666666667,0.0908181818181818
14,2,Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,5.666666666666667,0.001
14,2,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,8.0,0.0908181818181818
14,2,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,7.0,0.0908181818181818
14,2,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,6.333333333333333,0.0908181818181818
14,2,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,8.666666666666666,0.0908181818181818
14,2,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,8.333333333333334,0.0908181818181818
14,3,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,9.333333333333334,0.1
14,3,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,8.0,0.0
14,3,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,8.0,0.1
14,3,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,8.333333333333334,0.1
14,3,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,8.333333333333334,0.1
14,3,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,8.0,0.1
14,3,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,8.666666666666666,0.1
14,3,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,8.0,0.1
14,3,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,8.0,0.1
14,3,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,9.666666666666666,0.1
14,3,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,9.0,0.1
14,4,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,7.333333333333333,0.1106342393896042
14,4,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,7.0,0.0
14,4,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,7.333333333333333,0.1106342393896042
14,4,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,8.666666666666666,0.1106342393896042
14,4,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,7.333333333333333,0.1106342393896042
14,4,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,9.0,0.1106342393896042
14,4,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,7.666666666666667,0.1106342393896042
